learner_id,course_id,activity_type,study_duration_minutes,activity_date
L00788,C00487,add_to_wishlist,213,2026-06-04
L00023,C00186,enroll,185,2025-12-18
L00760,C00332,like,160,2025-12-28
L00834,C00326,add_to_wishlist,53,2026-06-15
L00503,C00119,add_to_wishlist,238,2026-06-30
L00683,C00154,like,159,2026-06-25
L00222,C00331,add_to_wishlist,125,2026-01-01
L00161,C00257,complete,143,2026-04-24
L00150,C00173,add_to_wishlist,30,2026-07-16
L00049,C00299,skip,236,2026-06-08
L00395,C00499,complete,14,2026-08-21
L00784,C00449,complete,121,2026-08-23
L00010,C00061,skip,185,2026-06-13
L00788,C00212,enroll,177,2026-05-29
L00848,C00213,like,202,2026-08-04
L00022,C00369,like,96,2026-07-20
L00452,C00124,skip,236,2026-04-16
L00714,C00218,complete,175,2026-07-03
L00902,C00262,add_to_wishlist,179,2025-12-09
L00699,C00169,like,13,2025-09-07
L00028,C00453,like,210,2026-05-28
L00983,C00128,complete,59,2026-06-16
L00912,C00149,complete,19,2026-03-21
L00116,C00401,add_to_wishlist,34,2026-03-19
L00662,C00108,skip,109,2025-11-09
L00235,C00291,complete,161,2025-12-25
L00932,C00351,like,190,2026-08-16
L00955,C00354,add_to_wishlist,154,2025-12-30
L00653,C00339,enroll,0,2026-02-06
L00526,C00305,enroll,216,2026-01-16
L00704,C00235,enroll,60,2026-05-11
L00167,C00085,enroll,148,2026-02-07
L00366,C00341,complete,80,2026-04-14
L00894,C00495,skip,124,2026-01-02
L00577,C00148,like,164,2025-12-14
L00722,C00318,skip,127,2026-08-04
L00314,C00222,complete,20,2025-10-12
L00329,C00275,complete,43,2026-03-24
L00201,C00048,add_to_wishlist,59,2025-12-16
L00536,C00237,like,97,2026-04-22
L00930,C00405,like,43,2026-02-07
L00370,C00328,like,9,2026-05-22
L00817,C00034,add_to_wishlist,46,2026-02-12
L00866,C00078,enroll,142,2026-02-20
L00559,C00023,add_to_wishlist,48,2026-08-30
L00614,C00287,complete,159,2026-08-24
L00866,C00124,complete,89,2026-05-05
L00618,C00160,enroll,213,2026-01-19
L00743,C00350,enroll,179,2026-01-18
L00047,C00048,complete,122,2026-03-07
L00605,C00125,add_to_wishlist,1,2026-03-17
L00422,C00090,add_to_wishlist,12,2026-08-29
L00818,C00240,add_to_wishlist,71,2026-07-13
L00956,C00019,add_to_wishlist,211,2026-03-21
L00465,C00495,complete,155,2026-02-07
L00837,C00016,like,185,2025-12-21
L00773,C00161,add_to_wishlist,93,2026-05-23
L00888,C00196,complete,60,2025-09-20
L00614,C00318,enroll,59,2025-09-29
L00782,C00443,enroll,187,2025-12-07
L00011,C00380,like,46,2026-02-28
L00954,C00189,add_to_wishlist,177,2026-06-27
L00757,C00413,complete,164,2026-02-04
L00922,C00111,add_to_wishlist,219,2026-05-12
L00833,C00238,complete,67,2026-01-27
L00292,C00202,complete,89,2025-10-05
L00107,C00489,skip,137,2025-11-14
L00127,C00143,enroll,151,2026-04-13
L00440,C00076,complete,207,2025-12-14
L00558,C00089,skip,171,2026-01-12
L00114,C00112,add_to_wishlist,73,2025-11-18
L00294,C00242,complete,163,2026-06-14
L00045,C00085,add_to_wishlist,100,2026-04-07
L00681,C00186,complete,169,2025-10-28
L00789,C00206,add_to_wishlist,193,2026-02-06
L00327,C00462,complete,150,2026-08-11
L00996,C00317,like,161,2026-01-13
L00058,C00105,skip,100,2026-04-06
L00023,C00050,add_to_wishlist,77,2026-04-25
L00014,C00026,enroll,51,2026-07-03
L00005,C00056,enroll,143,2025-12-14
L00144,C00410,complete,66,2025-10-10
L00406,C00148,complete,146,2026-05-19
L00127,C00332,enroll,232,2025-10-15
L00695,C00140,complete,155,2026-07-02
L00578,C00176,complete,85,2026-06-29
L00833,C00491,skip,120,2026-05-08
L00683,C00287,complete,70,2026-06-21
L00547,C00098,complete,153,2026-04-04
L00063,C00430,like,174,2026-07-10
L00022,C00294,complete,191,2025-10-18
L00152,C00489,enroll,100,2025-11-18
L00998,C00210,skip,223,2026-03-29
L00106,C00357,skip,147,2026-07-05
L00148,C00284,complete,20,2026-05-03
L00541,C00082,complete,82,2026-06-25
L00336,C00035,complete,198,2025-12-07
L00861,C00105,complete,133,2026-02-11
L00198,C00237,complete,203,2026-07-14
L00554,C00118,enroll,94,2026-01-05
L00149,C00436,skip,121,2025-10-26
L00674,C00264,skip,86,2026-08-05
L00511,C00460,add_to_wishlist,71,2026-06-10
L00838,C00286,add_to_wishlist,31,2026-07-11
L00941,C00118,enroll,206,2025-09-21
L00705,C00150,add_to_wishlist,178,2026-04-19
L00500,C00048,enroll,108,2026-03-13
L00894,C00399,enroll,216,2026-01-18
L00660,C00238,complete,21,2025-10-22
L00405,C00053,complete,169,2025-10-05
L00146,C00193,add_to_wishlist,164,2026-08-30
L00744,C00180,skip,122,2026-02-14
L00297,C00271,add_to_wishlist,48,2025-11-21
L00087,C00448,add_to_wishlist,118,2026-07-16
L00700,C00237,skip,122,2026-08-09
L00878,C00224,add_to_wishlist,119,2026-06-09
L00139,C00353,skip,214,2026-07-05
L00335,C00060,enroll,178,2026-07-25
L00906,C00074,enroll,164,2026-07-28
L00140,C00080,enroll,12,2026-06-18
L00520,C00320,add_to_wishlist,132,2026-07-28
L00449,C00486,complete,17,2026-03-22
L00793,C00215,enroll,166,2025-11-27
L00028,C00461,like,0,2025-11-19
L00244,C00325,add_to_wishlist,34,2026-03-11
L00459,C00208,complete,5,2026-08-11
L00166,C00152,enroll,45,2026-05-26
L00464,C00484,skip,214,2025-11-19
L00314,C00369,like,178,2026-06-12
L00385,C00350,enroll,83,2026-08-04
L00509,C00170,complete,155,2026-07-04
L00130,C00160,complete,40,2026-04-18
L00751,C00008,like,2,2025-12-14
L00343,C00473,complete,72,2026-04-08
L00204,C00326,complete,232,2026-04-17
L00090,C00352,skip,10,2026-05-05
L00306,C00310,skip,71,2026-06-23
L00071,C00247,like,68,2026-05-22
L00971,C00177,add_to_wishlist,85,2026-07-29
L00635,C00014,complete,198,2026-04-01
L00177,C00437,complete,194,2026-05-01
L00967,C00406,enroll,181,2026-08-11
L00558,C00296,complete,134,2026-05-12
L00485,C00090,add_to_wishlist,13,2025-12-25
L00232,C00458,skip,118,2026-03-04
L00186,C00249,skip,189,2026-01-30
L00834,C00188,like,162,2026-08-20
L00931,C00122,enroll,158,2026-06-24
L00933,C00063,complete,58,2025-11-12
L00100,C00073,add_to_wishlist,79,2026-04-10
L00662,C00147,add_to_wishlist,239,2026-01-26
L00770,C00274,add_to_wishlist,19,2026-08-08
L00996,C00373,like,32,2026-08-12
L00870,C00114,add_to_wishlist,16,2025-09-06
L00161,C00487,skip,99,2026-06-19
L00586,C00034,add_to_wishlist,83,2026-07-09
L00516,C00227,like,149,2026-02-16
L00711,C00410,enroll,134,2026-08-07
L00242,C00167,skip,109,2026-03-11
L00473,C00166,like,216,2026-07-05
L00870,C00377,enroll,46,2026-06-08
L00360,C00441,add_to_wishlist,220,2025-12-30
L00769,C00196,enroll,98,2026-03-02
L00814,C00116,enroll,23,2025-12-17
L00398,C00307,add_to_wishlist,29,2025-12-01
L00378,C00285,complete,161,2025-10-24
L00845,C00144,add_to_wishlist,215,2025-09-20
L00416,C00099,skip,222,2025-12-10
L00980,C00231,complete,203,2026-08-29
L00837,C00309,like,220,2025-12-23
L00253,C00437,skip,108,2026-07-07
L00441,C00074,enroll,40,2025-09-07
L00914,C00464,add_to_wishlist,26,2025-11-15
L00094,C00345,add_to_wishlist,54,2026-08-23
L00087,C00238,add_to_wishlist,119,2026-04-02
L00207,C00247,complete,86,2025-10-06
L00119,C00452,skip,56,2026-06-16
L00745,C00036,like,154,2026-08-25
L00467,C00090,like,167,2026-05-18
L00775,C00204,enroll,174,2025-12-17
L00746,C00128,skip,166,2025-11-12
L00422,C00264,like,214,2026-01-07
L00090,C00410,skip,50,2026-02-02
L00635,C00427,add_to_wishlist,213,2026-07-18
L00245,C00153,add_to_wishlist,136,2026-04-04
L00360,C00381,enroll,76,2026-08-01
L00371,C00032,complete,222,2025-09-22
L00746,C00006,add_to_wishlist,227,2025-10-30
L00073,C00060,complete,227,2026-02-14
L00133,C00216,add_to_wishlist,192,2026-01-17
L00632,C00137,like,18,2026-01-27
L00328,C00158,like,91,2026-04-14
L00301,C00098,skip,53,2025-10-16
L00008,C00440,complete,184,2026-02-16
L00607,C00343,add_to_wishlist,40,2026-03-23
L00682,C00216,complete,36,2025-09-24
L00824,C00042,like,73,2026-08-31
L00551,C00161,add_to_wishlist,14,2026-05-22
L00233,C00015,like,145,2026-04-13
L00887,C00416,enroll,13,2026-08-18
L00610,C00181,add_to_wishlist,77,2026-08-24
L00672,C00154,add_to_wishlist,133,2025-12-24
L00582,C00124,enroll,24,2025-12-09
L00330,C00402,enroll,64,2026-08-05
L00820,C00050,complete,146,2025-11-10
L00975,C00111,add_to_wishlist,240,2026-01-07
L00551,C00380,add_to_wishlist,170,2026-03-04
L00967,C00032,like,4,2026-07-06
L00112,C00234,enroll,25,2026-04-26
L00147,C00277,skip,198,2025-11-09
L00383,C00051,add_to_wishlist,76,2025-11-09
L00102,C00228,skip,114,2026-01-17
L00192,C00155,skip,145,2026-02-09
L00558,C00422,complete,20,2026-03-16
L00284,C00247,like,16,2025-09-26
L00827,C00295,like,208,2026-05-20
L00957,C00232,enroll,147,2026-05-04
L00143,C00240,enroll,58,2026-06-16
L00424,C00065,skip,80,2026-04-15
L00499,C00200,add_to_wishlist,180,2026-07-22
L00961,C00307,skip,180,2025-09-27
L00059,C00271,complete,78,2026-02-10
L00738,C00075,complete,130,2026-07-13
L00565,C00120,skip,46,2025-12-09
L00678,C00443,enroll,12,2026-05-25
L00260,C00074,like,217,2026-03-27
L00455,C00333,enroll,111,2025-10-15
L00325,C00034,like,158,2026-01-16
L00571,C00111,add_to_wishlist,11,2026-01-16
L00285,C00154,skip,63,2026-03-11
L00887,C00103,enroll,233,2025-11-03
L00896,C00495,like,140,2026-04-07
L00258,C00253,complete,24,2026-01-26
L00692,C00445,add_to_wishlist,182,2025-10-15
L00404,C00436,enroll,216,2025-11-02
L00512,C00068,complete,195,2026-07-09
L00988,C00244,add_to_wishlist,101,2025-12-06
L00635,C00455,like,97,2025-10-21
L00852,C00471,complete,90,2026-03-26
L00745,C00498,enroll,21,2026-03-26
L00060,C00012,enroll,205,2026-01-10
L00330,C00376,skip,129,2026-08-07
L00743,C00361,complete,197,2026-08-08
L00630,C00452,add_to_wishlist,81,2026-04-29
L00690,C00174,like,43,2026-07-01
L00561,C00039,skip,54,2026-02-24
L00216,C00270,add_to_wishlist,95,2025-12-01
L00862,C00424,skip,92,2026-01-24
L00425,C00080,enroll,168,2026-07-10
L00438,C00059,skip,109,2026-07-19
L00805,C00336,add_to_wishlist,60,2025-12-20
L00852,C00500,enroll,83,2025-11-29
L00613,C00257,enroll,99,2026-03-24
L00903,C00271,like,62,2025-12-14
L00028,C00081,complete,165,2026-06-18
L00247,C00261,add_to_wishlist,55,2026-04-22
L00846,C00165,like,225,2025-12-04
L00662,C00240,skip,211,2026-08-23
L00762,C00035,skip,46,2025-12-21
L00424,C00437,complete,158,2026-07-07
L00009,C00385,like,76,2025-10-22
L00041,C00328,skip,5,2026-08-02
L00756,C00306,skip,130,2025-11-29
L00022,C00362,skip,33,2026-05-08
L00414,C00166,skip,132,2025-09-25
L00222,C00089,complete,74,2026-01-03
L00390,C00472,complete,224,2026-08-31
L00294,C00182,complete,140,2025-10-16
L00472,C00403,add_to_wishlist,102,2025-11-29
L00473,C00208,add_to_wishlist,127,2026-04-02
L00448,C00298,enroll,13,2025-11-20
L00357,C00166,skip,115,2025-10-05
L00354,C00084,enroll,171,2026-01-26
L00656,C00243,skip,238,2025-10-16
L00227,C00395,complete,218,2026-08-12
L00942,C00113,complete,101,2026-06-09
L00970,C00055,skip,104,2026-07-01
L00044,C00151,like,31,2026-02-01
L00534,C00177,complete,221,2026-08-31
L00091,C00146,add_to_wishlist,162,2025-10-07
L00485,C00195,enroll,33,2026-04-09
L00263,C00498,complete,178,2026-06-30
L00801,C00257,skip,12,2026-05-21
L00751,C00113,add_to_wishlist,133,2026-07-18
L00594,C00104,add_to_wishlist,231,2026-01-26
L00187,C00289,skip,214,2026-01-14
L00752,C00068,add_to_wishlist,210,2026-05-19
L00995,C00155,skip,43,2026-05-09
L00383,C00457,complete,202,2026-01-19
L00202,C00221,complete,73,2026-02-13
L00754,C00284,complete,46,2026-05-29
L00671,C00112,add_to_wishlist,40,2025-11-12
L00149,C00229,add_to_wishlist,112,2026-04-22
L00195,C00077,complete,163,2026-02-27
L00460,C00258,like,122,2026-07-31
L00402,C00238,like,214,2026-03-27
L00719,C00325,enroll,189,2026-07-31
L00199,C00147,enroll,227,2025-12-15
L00066,C00187,add_to_wishlist,46,2026-05-02
L00186,C00244,complete,15,2026-03-22
L00253,C00020,add_to_wishlist,7,2025-10-07
L00883,C00387,enroll,112,2026-08-27
L00387,C00154,complete,125,2026-01-06
L00788,C00170,like,237,2025-12-01
L00877,C00119,enroll,217,2026-03-10
L00351,C00263,skip,37,2025-10-22
L00496,C00229,enroll,207,2026-07-10
L00718,C00488,skip,149,2026-08-29
L00527,C00305,add_to_wishlist,7,2026-06-25
L00417,C00391,add_to_wishlist,128,2026-01-16
L00311,C00432,complete,208,2026-03-01
L00658,C00267,complete,198,2025-12-23
L00985,C00461,skip,222,2026-07-05
L00810,C00321,skip,26,2025-11-28
L00856,C00129,add_to_wishlist,3,2026-07-13
L00827,C00292,complete,221,2025-11-19
L00958,C00171,complete,88,2025-10-03
L00237,C00242,like,12,2026-05-28
L00713,C00487,complete,7,2026-02-11
L00244,C00353,complete,102,2025-11-02
L00595,C00113,like,7,2026-05-12
L00090,C00124,enroll,211,2026-05-16
L00862,C00338,like,147,2026-01-31
L00437,C00315,enroll,203,2025-11-30
L00867,C00001,like,114,2026-04-01
L00022,C00056,skip,158,2026-06-10
L00080,C00085,complete,77,2026-04-19
L00804,C00358,complete,129,2026-06-01
L00285,C00057,enroll,235,2026-01-16
L00727,C00463,enroll,214,2025-09-23
L00492,C00172,complete,49,2026-06-22
L00309,C00215,like,72,2026-01-27
L00563,C00075,skip,85,2025-11-04
L00719,C00431,complete,88,2026-08-24
L00312,C00434,add_to_wishlist,49,2026-02-25
L00471,C00260,add_to_wishlist,239,2026-01-07
L00055,C00260,add_to_wishlist,80,2026-01-21
L00428,C00131,add_to_wishlist,25,2026-04-03
L00153,C00078,complete,14,2026-03-30
L00080,C00350,skip,45,2025-10-29
L00831,C00247,enroll,6,2026-01-30
L00923,C00381,complete,235,2026-04-20
L00594,C00137,skip,198,2026-07-20
L00357,C00242,complete,11,2026-02-13
L00591,C00271,complete,169,2026-07-22
L00825,C00143,complete,118,2025-12-02
L00015,C00447,add_to_wishlist,190,2026-04-11
L00073,C00385,skip,189,2026-07-11
L00583,C00076,like,226,2025-12-18
L00734,C00371,like,132,2026-05-12
L00597,C00274,enroll,42,2026-07-09
L00983,C00389,enroll,236,2026-04-10
L00655,C00239,like,75,2026-03-02
L00114,C00446,add_to_wishlist,161,2026-01-05
L00343,C00262,skip,91,2026-04-13
L00947,C00315,add_to_wishlist,45,2025-12-29
L00712,C00189,add_to_wishlist,117,2026-07-29
L00558,C00364,enroll,191,2026-05-25
L00115,C00490,enroll,169,2025-10-14
L00686,C00211,like,54,2026-07-17
L00290,C00082,complete,233,2026-07-06
L00157,C00214,complete,173,2026-03-21
L00909,C00468,like,215,2026-04-07
L00711,C00159,complete,213,2025-12-18
L00402,C00360,skip,163,2025-12-18
L00849,C00028,like,214,2026-02-26
L00229,C00422,enroll,207,2026-03-28
L00184,C00138,enroll,48,2026-03-21
L00596,C00204,like,198,2025-11-21
L00412,C00166,like,103,2025-11-03
L00545,C00229,complete,224,2026-07-02
L00229,C00259,complete,164,2026-04-12
L00490,C00024,like,16,2026-01-18
L00173,C00152,like,85,2026-08-06
L00630,C00015,enroll,62,2025-09-04
L00231,C00492,complete,20,2026-04-02
L00403,C00206,add_to_wishlist,213,2026-04-23
L00665,C00254,complete,131,2026-02-04
L00957,C00265,add_to_wishlist,95,2026-03-18
L00890,C00327,enroll,41,2026-01-25
L00802,C00180,enroll,113,2025-10-31
L00907,C00392,enroll,170,2026-05-06
L00312,C00106,skip,224,2025-10-25
L00979,C00350,like,173,2025-09-16
L00610,C00398,skip,122,2026-07-20
L00835,C00492,enroll,222,2026-03-08
L00483,C00281,add_to_wishlist,20,2026-03-20
L00597,C00045,like,207,2026-02-26
L00338,C00031,enroll,14,2026-02-02
L00387,C00134,complete,238,2025-10-10
L00454,C00048,enroll,11,2026-04-06
L00693,C00432,add_to_wishlist,10,2026-08-29
L00609,C00130,add_to_wishlist,80,2026-01-01
L00626,C00418,complete,153,2025-09-07
L00448,C00206,add_to_wishlist,56,2026-01-28
L00968,C00038,enroll,32,2026-09-03
L00606,C00151,enroll,63,2025-11-27
L00608,C00295,enroll,229,2026-03-18
L00900,C00492,skip,221,2026-03-23
L00723,C00272,add_to_wishlist,120,2025-09-04
L00603,C00017,skip,33,2025-12-27
L00531,C00295,complete,6,2026-09-04
L00292,C00430,add_to_wishlist,41,2025-09-09
L00232,C00181,like,181,2026-05-31
L00050,C00468,add_to_wishlist,98,2026-06-12
L00454,C00111,skip,185,2026-05-19
L00528,C00060,skip,198,2026-02-18
L00341,C00266,complete,10,2026-05-29
L00298,C00151,enroll,24,2026-07-03
L00265,C00402,add_to_wishlist,193,2025-12-19
L00893,C00457,skip,31,2026-01-01
L00300,C00243,complete,100,2026-07-16
L00776,C00350,complete,15,2026-08-10
L00279,C00416,skip,163,2026-01-07
L00042,C00292,complete,134,2025-10-08
L00160,C00358,skip,210,2026-02-14
L00746,C00063,like,151,2026-04-09
L00979,C00112,skip,235,2026-04-25
L00960,C00440,enroll,217,2025-11-26
L00764,C00187,complete,229,2025-10-30
L00991,C00492,enroll,57,2026-01-29
L00871,C00466,add_to_wishlist,185,2026-04-25
L00342,C00277,skip,74,2026-07-29
L00072,C00352,like,1,2026-08-08
L00665,C00451,add_to_wishlist,152,2025-11-16
L00009,C00200,skip,178,2026-04-23
L00579,C00327,enroll,186,2026-01-22
L00944,C00328,skip,142,2025-11-02
L00523,C00336,add_to_wishlist,138,2025-10-14
L00232,C00097,skip,200,2026-02-25
L00909,C00406,like,0,2025-12-23
L00616,C00493,like,146,2026-05-28
L00931,C00273,like,185,2025-09-25
L00064,C00322,skip,10,2026-06-22
L00484,C00267,skip,20,2026-06-01
L00598,C00033,skip,231,2026-03-13
L00680,C00397,skip,237,2026-05-08
L00037,C00459,enroll,30,2026-04-02
L00186,C00111,add_to_wishlist,216,2025-10-07
L00795,C00244,complete,153,2025-09-05
L00710,C00274,enroll,8,2025-09-05
L00224,C00428,complete,68,2025-10-26
L00354,C00293,add_to_wishlist,101,2026-01-22
L00423,C00377,skip,138,2026-04-05
L00754,C00500,enroll,234,2026-07-24
L00262,C00274,like,221,2026-09-01
L00769,C00184,complete,130,2026-06-22
L00173,C00030,skip,149,2026-06-18
L00688,C00332,enroll,23,2026-04-12
L00328,C00027,like,205,2026-08-06
L00788,C00213,skip,176,2025-12-28
L00950,C00131,skip,229,2025-12-20
L00148,C00240,add_to_wishlist,15,2026-07-20
L00403,C00238,skip,146,2025-11-06
L00369,C00329,enroll,36,2026-05-04
L00777,C00221,like,81,2026-05-26
L00643,C00465,skip,132,2025-11-04
L00011,C00477,enroll,145,2025-09-04
L00299,C00294,skip,27,2026-06-06
L00347,C00099,add_to_wishlist,168,2025-12-28
L00922,C00022,add_to_wishlist,93,2025-11-16
L00300,C00135,like,109,2025-09-08
L00535,C00384,enroll,92,2025-12-11
L00248,C00408,like,47,2026-06-01
L00474,C00288,skip,54,2025-09-11
L00587,C00359,add_to_wishlist,154,2026-03-12
L00041,C00194,complete,130,2026-08-03
L00087,C00396,complete,50,2025-10-13
L00931,C00335,like,13,2026-07-07
L00820,C00250,add_to_wishlist,165,2025-12-18
L00062,C00033,add_to_wishlist,79,2026-06-05
L00218,C00456,skip,53,2026-06-08
L00540,C00468,add_to_wishlist,66,2026-08-07
L00004,C00430,complete,26,2026-01-06
L00638,C00119,skip,25,2026-04-05
L00134,C00022,complete,123,2025-12-25
L00505,C00252,like,205,2026-08-31
L00294,C00464,like,76,2026-08-09
L00144,C00048,complete,142,2026-04-19
L00956,C00330,like,131,2026-08-27
L00060,C00366,complete,55,2026-05-07
L00101,C00133,complete,150,2026-07-01
L00581,C00239,skip,165,2025-10-24
L00113,C00193,add_to_wishlist,103,2026-05-28
L00498,C00475,like,117,2026-03-20
L00748,C00002,complete,196,2026-06-16
L00048,C00138,skip,26,2026-07-03
L00341,C00430,complete,24,2025-11-03
L00167,C00426,like,30,2026-04-21
L00085,C00102,like,108,2025-09-07
L00152,C00053,skip,111,2025-11-28
L00591,C00025,skip,201,2026-06-06
L00627,C00104,like,125,2026-01-02
L00323,C00013,enroll,68,2026-08-13
L00457,C00079,add_to_wishlist,203,2026-08-11
L00475,C00326,enroll,172,2025-09-13
L00235,C00303,skip,169,2026-01-27
L00576,C00010,complete,137,2026-02-21
L00444,C00268,complete,234,2026-07-09
L00294,C00446,add_to_wishlist,190,2025-10-12
L00008,C00087,enroll,145,2026-01-30
L00268,C00177,enroll,184,2026-07-13
L00224,C00178,complete,133,2026-03-04
L00341,C00334,enroll,53,2026-08-07
L00639,C00195,skip,182,2025-10-24
L00893,C00045,enroll,229,2026-07-31
L00230,C00243,complete,15,2026-05-17
L00269,C00061,like,83,2025-11-18
L00202,C00175,complete,29,2026-02-27
L00838,C00103,add_to_wishlist,45,2025-12-04
L00634,C00013,enroll,58,2026-07-17
L00636,C00217,complete,178,2026-01-13
L00268,C00421,enroll,198,2026-03-19
L00231,C00143,like,87,2026-08-13
L00721,C00492,add_to_wishlist,181,2026-07-27
L00098,C00037,add_to_wishlist,224,2026-07-19
L00554,C00291,complete,183,2026-03-30
L00680,C00218,complete,239,2025-10-28
L00183,C00341,complete,15,2025-11-23
L00295,C00348,like,134,2025-09-21
L00132,C00237,complete,150,2026-05-27
L00270,C00098,like,58,2025-12-24
L00544,C00307,add_to_wishlist,101,2026-05-25
L00840,C00210,like,77,2026-03-29
L00897,C00296,complete,63,2026-04-21
L00514,C00329,skip,58,2026-09-04
